	1.2199320663423558E-5
45020	1.2370994930627497E-5
45021	1.9768315344166374E-6	10599
45022	1.9768315344166374E-6	8516
45023	1.9768315344166374E-6	8141
45024	2.2421809792430473E-5
45025	3.1135666384387205E-5
45026	1.9768315344166374E-6	1014
45027	1.2199320663423558E-5
45028	1.2199320663423558E-5
45029	1.2199320663423558E-5
4503	3.6849274798978066E-5	35608
45030	1.9768315344166374E-6	8148
45031	1.9768315344166374E-6	8150
45032	1.2199320663423558E-5
45033	2.160687885768969E-5	46902
45034	1.9768315344166374E-6	8150
45035	1.9768315344166374E-6	17263
45036	1.2199320663423558E-5
45037	7.752645033867537E-5	8153
45038	1.9768315344166374E-6	8153
45039	1.9768315344166374E-6	8153
4504	1.9768315344166374E-6	790
45040	1.9768315344166374E-6	8153
45041	1.9768315344166374E-6	17948
45042	1.9768315344166374E-6	8153
45043	1.9768315344166374E-6	8153
45044	1.9768315344166374E-6	8153
45045	1.9768315344166374E-6	2969
45046	1.9768315344166374E-6	8154
45047	1.9768315344166374E-6	8154
45048	5.3374451429249214E-6	8154
45049	1.9768315344166374E-6	8154
4505	1.9768315344166374E-6	10937
45050	1.9768315344166374E-6	8154
45051	1.9768315344166374E-6	8154
45052	3.7263274423753604E-5	48378
45053	1.9768315344166374E-6	8156
45054	1.9768315344166374E-6	8156
45055	1.9768315344166374E-6	8156
45056	1.9768315344166374E-6	8156
45057	1.2199320663423558E-5
45058	1.9768315344166374E-6	8158
45059	1.9768315344166374E-6	8158
4506	1.9768315344166374E-6	64
45060	1.9768315344166374E-6	8158
45061	1.9768315344166374E-6	8159
45062	1.9768315344166374E-6	8159
45063	1.9768315344166374E-6	8159
45064	3.657138338670779E-6	8159
45065	3.657138338670779E-6	8160
45066	1.9768315344166374E-6	8160
45067	1.9768315344166374E-6	45065
45068	2.1599874324196038E-5	55881
45069	3.336743185803841E-5
4507	5.3374451429249214E-6	64
45070	1.9768315344166374E-6	8161
45071	1.2199320663423558E-5
45072	1.2199320663423558E-5
45073	1.9768315344166374E-6	25738
45074	1.2370994930627497E-5
45075	1.2199320663423558E-5
45076	8.56027790930447E-5
45077	1.9768315344166374E-6	8163
45078	3.657138338670779E-6	16896
45079	1.2714343465035381E-5	67129
4508	3.657138338670779E-6	23586
45080	1.9768315344166374E-6	8164
45081	3.657138338670779E-6	10979
45082	1.2199320663423558E-5
45083	1.2199320663423558E-5
45084	1.9768315344166374E-6	8166
45085	1.9768315344166374E-6	8166
45086	1.9768315344166374E-6	8166
45087	1.9768315344166374E-6	8166
45088	3.657138338670779E-6	1029
45089	1.9768315344166374E-6	8167
4509	1.9768315344166374E-6	64
45090	1.9768315344166374E-6	8167
45091	1.9768315344166374E-6	8168
45092	1.9768315344166374E-6	8169
45093	1.9768315344166374E-6	8169
45094	1.9768315344166374E-6	8170
45095	1.9768315344166374E-6	8170
45096	1.2199320663423558E-5
45097	1.2199320663423558E-5
45098	1.9768315344166374E-6	8177
45099	1.9768315344166374E-6	8177
451	5.627027487842487E-5	2385
4510	1.9768315344166374E-6	64
45100	1.9768315344166374E-6	21
45101	1.9768315344166374E-6	20604
45102	1.2199320663423558E-5
45103	1.9768315344166374E-6	8180
45104	1.9768315344166374E-6	8180
45105	1.9768315344166374E-6	8181
45106	1.9768315344166374E-6	8182
45107	6.7657059265409415E-6	8182
45108	1.9768315344166374E-6	8182
45109	3.657138338670779E-6	8182
4511	2.088028308227573E-5	5206
45110	1.9768315344166374E-6	725
45111	3.657138338670779E-6	8182
45112	1.9768315344166374E-6	8182
45113	1.9768315344166374E-6	8182
45114	2.9527984961462838E-5	67137
45115	1.9768315344166374E-6	21786
45116	1.2199320663423558E-5
45117	1.2199320663423558E-5
45118	2.2421809792430473E-5
45119	1.9768315344166374E-6	8183
4512	3.163151656918906E-5	19373
45120	1.2199320663423558E-5
45121	1.2370994930627497E-5
45122	1.2199320663423558E-5
45123	1.2199320663423558E-5
45124	1.2199320663423558E-5
45125	1.2199320663423558E-5
45126	1.2199320663423558E-5
45127	2.2421809792430473E-5
45128	1.2199320663423558E-5
45129	1.2199320663423558E-5
4513	3.657138338670779E-6	64
45130	1.2199320663423558E-5
45131	1.2370994930627497E-5
45132	2.2593484059634412E-5
45133	1.2199320663423558E-5
45134	1.2542669197831443E-5
45135	1.2199320663423558E-5
45136	1.2199320663423558E-5
45137	1.2199320663423558E-5
45138	1.2199320663423558E-5
45139	1.2199320663423558E-5
4514	7.017751947179063E-6	1250
45140	1.2199320663423558E-5
45141	1.2199320663423558E-5
45142	1.2199320663423558E-5
45143	1.2199320663423558E-5
45144	1.9768315344166374E-6	15943
45145	1.9768315344166374E-6	32801
45146	1.2199320663423558E-5
45147	1.9768315344166374E-6	8183
45148	4.3074898185433514E-5
45149	1.9768315344166374E-6	24027
4515	3.657138338670779E-6	4458
45150	4.611781827466468E-5	14522
45151	1.9768315344166374E-6	14547
45152	1.9768315344166374E-6	11227
45153	1.9768315344166374E-6	11201
45154	1.9768315344166374E-6	16382
45155	1.9768315344166374E-6	13638
45156	1.0117518928161944E-5	33098
45157	1.2370994930627497E-5
45158	1.9768315344166374E-6	39257
45159	1.9768315344166374E-6	8296
4516	1.9768315344166374E-6	9479
45160	1.2370994930627497E-5
45161	3.657138338670779E-6	54451
45162	1.9768315344166374E-6	23711
45163	1.9768315344166374E-6	43639
45164	1.9768315344166374E-6	12591
45165	1.2542669197831443E-5
45166	1.9768315344166374E-6	8183
45167	1.9768315344166374E-6	8183
45168	1.9768315344166374E-6	8183
45169	1.9768315344166374E-6	8184
4517	7.331339204522992E-6	5144
45170	1.9768315344166374E-6	8184
45171	1.2370994930627497E-5
45172	1.2199320663423558E-5
45173	1.2199320663423558E-5
45174	2.3280181128450174E-5
45175	5.0853991222868E-6	8187
45176	1.9768315344166374E-6	8188
45177	1.9768315344166374E-6	8188
45178	1.9768315344166374E-6	8188
45179	1.9768315344166374E-6	45180
4518	7.017751947179063E-6	19898
45180	3.657138338670779E-6	16939
45181	1.9768315344166374E-6	14982
45182	1.9768315344166374E-6	1753
45183	1.9768315344166374E-6	15097
45184	1.2542669197831443E-5
45185	1.2199320663423558E-5
45186	2.2421809792430473E-5
45187	1.9768315344166374E-6	8191
45188	1.2199320663423558E-5
45189	1.9768315344166374E-6	8196
4519	1.9768315344166374E-6	1719
45190	1.9768315344166374E-6	8196
45191	1.9768315344166374E-6	8196
45192	1.9768315344166374E-6	8196
45193	1.9768315344166374E-6	9393
45194	1.9768315344166374E-6	8196
45195	1.9768315344166374E-6	8196
45196	1.9768315344166374E-6	8196
45197	3.657138338670779E-6	8196
45198	1.9768315344166374E-6	8196
45199	1.9768315344166374E-6	8196
452	1.3080745599078797E-4	10838
4520	1.9768315344166374E-6	387
45200	1.9768315344166374E-6	8196
45201	1.9768315344166374E-6	8196
45202	1.9768315344166374E-6	8196
45203	1.9768315344166374E-6	8196
45204	1.9768315344166374E-6	8196
45205	1.9768315344166374E-6	8196
45206	1.9768315344166374E-6	8196
45207	1.9768315344166374E-6	8196
45208	1.9768315344166374E-6	8196
45209	1.9768315344166374E-6	8197
4521	2.3224726950179993E-4	3182
45210	1.9768315344166374E-6	8198
45211	1.2370994930627497E-5
45212	1.2199320663423558E-5
45213	1.9768315344166374E-6	8200
45214	1.2199320663423558E-5
45215	1.2199320663423558E-5
45216	1.9768315344166374E-6	8202
45217	1.9768315344166374E-6	8205
45218	1.9768315344166374E-6	8205
45219	1.2199320663423558E-5
4522	3.657138338670779E-6	31759
45220	1.9768315344166374E-6	8211
45221	4.0364545777955736E-5
45222	1.2199320663423558E-5
45223	1.2199320663423558E-5
45224	1.2199320663423558E-5
45225	1.9768315344166374E-6	8215
45226	1.9768315344166374E-6	8217
45227	1.2199320663423558E-5
45228	1.2199320663423558E-5
45229	1.9768315344166374E-6	8217
4523	8.446012730795083E-6	850
45230	1.9768315344166374E-6	8217
45231	1.9768315344166374E-6	8217
45232	1.9768315344166374E-6	8217
45233	1.9768315344166374E-6	8217
45234	1.9768315344166374E-6	8217
45235	1.9768315344166374E-6	8217
45236	3.657138338670779E-6	9397
45237	5.3374451429249214E-6	46696
45238	1.9768315344166374E-6	8217
45239	1.9768315344166374E-6	8218
4524	1.9768315344166374E-6	15966
45240	2.6346050153652158E-5	67147
45241	3.657138338670779E-6	8219
45242	1.2199320663423558E-5
45243	1.7160611161362534E-5	26391
45244	3.657138338670779E-6	61524
45245	4.7249219383219444E-5	28397
45246	1.9768315344166374E-6	8227
45247	2.2765158326838354E-5
45248	1.9768315344166374E-6	8230
45249	3.657138338670779E-6	8232
4525	5.3374451429249214E-6	35699
45250	1.2199320663423558E-5
45251	1.2199320663423558E-5
45252	2.9970382381744886E-5	8232
45253	1.9768315344166374E-6	8233
45254	2.3418905660303213E-5	35905
45255	1.9768315344166374E-6	8239
45256	1.9768315344166374E-6	8239
45257	1.9768315344166374E-6	8239
45258	1.9768315344166374E-6	8239
45259	1.9768315344166374E-6	8239
4526	1.9768315344166374E-6	449
45260	1.9768315344166374E-6	8242
45261	1.9768315344166374E-6	8242
45262	1.9768315344166374E-6	8244
45263	1.9768315344166374E-6	8245
45264	1.9768315344166374E-6	8245
45265	1.9768315344166374E-6	8247
45266	1.2199320663423558E-5
45267	1.9768315344166374E-6	8248
45268	3.657138338670779E-6	50958
45269	1.9768315344166374E-6	8249
4527	1.4976735163879334E-5	1439
45270	1.9768315344166374E-6	8250
45271	1.9768315344166374E-6	8251
45272	1.9768315344166374E-6	8255
45273	1.2199320663423558E-5
45274	7.017751947179063E-6	17486
45275	3.657138338670779E-6	8258
45276	1.9768315344166374E-6	8258
45277	1.9768315344166374E-6	8261
45278	1.9768315344166374E-6	23105
45279	1.9768315344166374E-6	8261
4528	9.874992366364474E-5	35712
45280	3.657138338670779E-6	8261
45281	1.9768315344166374E-6	8261
45282	1.9768315344166374E-6	8261
45283	1.9768315344166374E-6	8261
45284	1.9768315344166374E-6	8262
45285	1.9768315344166374E-6	8267
45286	1.9768315344166374E-6	17079
45287	1.9768315344166374E-6	20851
45288	1.9768315344166374E-6	8269
45289	1.9768315344166374E-6	8270
4529	1.9768315344166374E-6	1403
45290	1.9768315344166374E-6	14787
45291	1.7975542096103317E-5	67160
45292	1.9768315344166374E-6	8271
45293	1.2199320663423558E-5
45294	1.2199320663423558E-5
45295	3.0147151816607813E-5
45296	1.9768315344166374E-6	8273
45297	1.9768315344166374E-6	8273
45298	1.9768315344166374E-6	8273
45299	1.9768315344166374E-6	8274
453	1.541928596844977E-5	1
4530	1.9768315344166374E-6	65
45300	1.2199320663423558E-5
45301	1.2199320663423558E-5
45302	1.9768315344166374E-6	1753
45303	1.9768315344166374E-6	8274
45304	1.3057691999443266E-5
45305	1.0763676366565072E-4
45306	1.9768315344166374E-6	786
45307	1.2714343465035381E-5
45308	2.2593484059634412E-5
45309	1.9768315344166374E-6	8276
4531	1.9768315344166374E-6	65
45310	1.2199320663423558E-5
45311	1.9768315344166374E-6	8279
45312	1.9768315344166374E-6	8280
45313	1.2370994930627497E-5
45314	1.9768315344166374E-6	8280
45315	1.9768315344166374E-6	8280
45316	3.657138338670779E-6	8549
45317	1.2199320663423558E-5
45318	1.2542669197831443E-5
45319	1.9768315344166374E-6	8282
4532	5.3374451429249214E-6	93
45320	1.9768315344166374E-6	8282
45321	1.2199320663423558E-5
45322	1.9768315344166374E-6	8283
45323	8.446012730795083E-6	12781
45324	1.9768315344166374E-6	51200
45325	3.059951054886727E-5	8286
45326	1.7803867828899375E-5	67165
45327	1.9768315344166374E-6	24030
45328	5.3374451429249214E-6	8290
45329	1.2199320663423558E-5
4533	1.9768315344166374E-6	4908
45330	3.264429892143739E-5
45331	1.2199320663423558E-5
45332	1.2370994930627497E-5
45333	4.092109961501183E-5
45334	1.9768315344166374E-6	8292
45335	3.3195757590834484E-5
45336	1.9768315344166374E-6	8294
45337	1.9768315344166374E-6	8295
45338	1.9768315344166374E-6	8296
45339	1.9768315344166374E-6	8296
4534	1.9768315344166374E-6	3180
45340	1.2199320663423558E-5
45341	1.2199320663423558E-5
45342	1.9768315344166374E-6	8296
45343	1.2199320663423558E-5
45344	1.9768315344166374E-6	19206
45345	2.2593484059634412E-5
45346	1.2199320663423558E-5
45347	1.2199320663423558E-5
45348	1.9768315344166374E-6	28417
45349	1.9768315344166374E-6	67171
4535	1.9768315344166374E-6	3770
45350	1.2199320663423558E-5
45351	1.0238709811264849E-4	67173
45352	1.2370994930627497E-5
45353	1.9768315344166374E-6	16863
45354	1.9768315344166374E-6	67189
45355	1.9768315344166374E-6	1619
45356	1.2370994930627497E-5
45357	3.657138338670779E-6	67192
45358	1.9768315344166374E-6	8296
45359	1.2199320663423558E-5
4536	1.9768315344166374E-6	65
45360	1.2199320663423558E-5
45361	1.5228781184517454E-5	67193
45362	1.2199320663423558E-5
45363	1.9768315344166374E-6	8296
45364	1.2199320663423558E-5
45365	1.9768315344166374E-6	8296
45366	2.2936832594042293E-5
45367	1.2199320663423558E-5
45368	5.0853991222868E-6	43639
45369	1.9768315344166374E-6	9317
4537	5.3374451429249214E-6	1177
45370	1.9768315344166374E-6	8296
45371	1.9768315344166374E-6	8296
45372	1.9768315344166374E-6	8296
45373	1.9768315344166374E-6	8306
45374	1.9768315344166374E-6	8311
45375	1.9768315344166374E-6	8311
45376	1.9768315344166374E-6	8314
45377	1.9768315344166374E-6	143
45378	1.2199320663423558E-5
45379	3.657138338670779E-6	8316
4538	3.708810243941012E-5	2992
45380	1.2199320663423558E-5
45381	3.3764479511206895E-5	8324
45382	1.2199320663423558E-5
45383	1.9768315344166374E-6	8325
45384	8.941703238050056E-6	8326
45385	1.9768315344166374E-6	8326
45386	2.2421809792430473E-5
45387	1.9768315344166374E-6	8331
45388	1.9768315344166374E-6	67197
45389	1.9768315344166374E-6	8331
4539	1.491519392717353E-5	1979
45390	9.792282911117838E-5
45391	1.9768315344166374E-6	67198
45392	1.9768315344166374E-6	8331
45393	3.657138338670779E-6	8331
45394	1.9768315344166374E-6	8331
45395	1.9768315344166374E-6	8332
45396	1.9768315344166374E-6	26674
45397	1.9768315344166374E-6	8335
45398	1.9768315344166374E-6	8335
45399	1.9768315344166374E-6	8335
454	1.1806626339303368E-5	22
4540	1.9768315344166374E-6	7145
45400	1.9768315344166374E-6	8335
45401	1.9768315344166374E-6	8335
45402	1.6988936894158595E-5	8336
45403	1.2542669197831443E-5
45404	1.9768315344166374E-6	8336
45405	1.9768315344166374E-6	8339
45406	1.9768315344166374E-6	8343
45407	6.7657059265409415E-6	42001
45408	1.2199320663423558E-5
45409	1.2370994930627497E-5	67201
4541	3.657138338670779E-6	65
45410	2.225013552522653E-5
45411	1.2199320663423558E-5
45412	1.9768315344166374E-6	10838
45413	1.2199320663423558E-5
45414	4.053622004515968E-5
45415	1.9768315344166374E-6	8351
45416	1.9768315344166374E-6	8359
45417	1.9768315344166374E-6	8362
45418	1.9768315344166374E-6	8362
45419	1.9768315344166374E-6	8363
4542	1.9768315344166374E-6	15710
45420	1.9768315344166374E-6	8363
45421	1.9768315344166374E-6	8363
45422	1.9768315344166374E-6	8363
45423	1.9768315344166374E-6	8363
45424	1.9768315344166374E-6	8363
45425	1.9768315344166374E-6	8365
45426	5.727723616025735E-5
45427	1.9768315344166374E-6	8365
45428	1.9768315344166374E-6	8365
45429	5.0853991222868E-6	45430
4543	1.681584146305302E-5	34
45430	2.6861072955263977E-5	67203
45431	1.9768315344166374E-6	26418
45432	3.657138338670779E-6	28457
45433	1.9768315344166374E-6	8368
45434	1.3064556522555648E-5	51110
45435	6.7657059265409415E-6	51104
45436	1.7315750538068834E-5	67208
45437	1.3020648005376982E-5	19549
45438	2.3623529662858055E-5	42647
45439	6.299420788360417E-6	4045
4544	2.545491835685763E-5	0
45440	1.9768315344166374E-6	8370
45441	1.2199320663423558E-5
45442	3.657138338670779E-6	8374
45443	1.9768315344166374E-6	45444
45444	5.3374451429249214E-6	8374
45445	1.9768315344166374E-6	8374
45446	1.9768315344166374E-6	45442
45447	1.9768315344166374E-6	8374
45448	1.9768315344166374E-6	8375
45449	1.2199320663423558E-5
4545	5.3374451429249214E-6	484
45450	1.9768315344166374E-6	14704
45451	1.2199320663423558E-5
45452	8.698058751433205E-6	47897
45453	1.9768315344166374E-6	8377
45454	1.2199320663423558E-5
45455	1.2199320663423558E-5
45456	2.2765158326838354E-5
45457	1.9768315344166374E-6	8384
45458	2.2421809792430473E-5
45459	1.9768315344166374E-6	8395
4546	1.6190357757086945E-5	110
45460	1.9768315344166374E-6	8395
45461	1.9768315344166374E-6	8397
45462	1.9768315344166374E-6	8397
45463	2.315194726252516E-5	8402
45464	1.9768315344166374E-6	36177
45465	6.299420788360417E-6	8406
45466	5.0853991222868E-6	45465
45467	1.2199320663423558E-5
45468	1.9768315344166374E-6	12008
45469	1.9768315344166374E-6	8406
4547	5.7311516307967226E-5	35794
45470	1.9768315344166374E-6	8406
45471	3.657138338670779E-6	8406
45472	1.9768315344166374E-6	8408
45473	1.9768315344166374E-6	8412
45474	1.9768315344166374E-6	27478
45475	1.9768315344166374E-6	8413
45476	1.2199320663423558E-5
45477	1.2199320663423558E-5
45478	1.2199320663423558E-5
45479	1.2199320663423558E-5
4548	1.9768315344166374E-6	35811
45480	1.2199320663423558E-5
45481	3.657138338670779E-6	21934
45482	3.657138338670779E-6	67223
45483	1.2199320663423558E-5
45484	1.2199320663423558E-5
45485	3.264429892143739E-5
45486	1.9768315344166374E-6	14956
45487	3.657138338670779E-6	45491
45488	1.883391343212302E-5	8416
45489	1.9768315344166374E-6	24798
4549	1.5053291991668982E-4	584
45490	1.9768315344166374E-6	45487
45491	6.7657059265409415E-6	14956
45492	1.9768315344166374E-6	45491
45493	1.9768315344166374E-6	45488
45494	1.2199320663423558E-5
45495	2.225013552522653E-5
45496	1.9768315344166374E-6	8419
45497	1.9768315344166374E-6	8421
45498	1.9768315344166374E-6	8423
45499	1.2199320663423558E-5
455	7.034705563298147E-5	2997
4550	1.2982841102281264E-5	143
45500	1.9768315344166374E-6	8423
45501	1.9768315344166374E-6	8423
45502	1.9768315344166374E-6	8423
45503	1.9768315344166374E-6	8423
45504	2.2421809792430473E-5	67227
45505	1.9768315344166374E-6	8424
45506	1.9768315344166374E-6	8424
45507	1.9768315344166374E-6	8424
45508	1.9768315344166374E-6	8424
45509	1.9768315344166374E-6	8425
4551	1.9768315344166374E-6	3162
45510	1.2199320663423558E-5
45511	1.9768315344166374E-6	8426
45512	1.9768315344166374E-6	8426
45513	1.9768315344166374E-6	8426
45514	1.9768315344166374E-6	8427
45515	1.9768315344166374E-6	8428
45516	1.9768315344166374E-6	21
45517	3.657138338670779E-6	8428
45518	3.0671088517547945E-5	8431
45519	1.9768315344166374E-6	8431
4552	3.657138338670779E-6	120
45520	1.9768315344166374E-6	8431
45521	1.9768315344166374E-6	8431
45522	1.9768315344166374E-6	8431
45523	1.2199320663423558E-5
45524	1.9768315344166374E-6	8432
45525	1.9768315344166374E-6	8432
45526	1.9768315344166374E-6	8432
45527	1.9768315344166374E-6	1400
45528	1.2370994930627497E-5	14008
45529	1.9768315344166374E-6	8433
4553	8.419606509369547E-5
45530	1.9768315344166374E-6	8433
45531	1.9768315344166374E-6	8434
45532	2.1778553124893632E-5	8434
45533	1.9768315344166374E-6	8434
45534	1.9768315344166374E-6	8435
45535	1.2370994930627497E-5	67231
45536	4.303846231764825E-5
45537	1.9768315344166374E-6	8436
45538	1.9768315344166374E-6	8436
45539	1.9768315344166374E-6	45591
4554	5.3374451429249214E-6	66
45540	1.9768315344166374E-6	8437
45541	1.9768315344166374E-6	8438
45542	3.1307340651591134E-5
45543	1.9768315344166374E-6	8439
45544	1.2471607757086946E-5	18
45545	1.9768315344166374E-6	37857
45546	1.9768315344166374E-6	8441
45547	1.2199320663423558E-5
45548	1.9768315344166374E-6	8453
45549	3.657138338670779E-6	8456
4555	5.3374451429249214E-6	12611
45550	1.9768315344166374E-6	45549
45551	1.9768315344166374E-6	8458
45552	1.9768315344166374E-6	2685
45553	1.9768315344166374E-6	8461
45554	1.6988936894158595E-5	34126
45555	1.9768315344166374E-6	8462
45556	1.2199320663423558E-5
45557	3.147901491879509E-5
45558	2.2593484059634412E-5
45559	1.2370994930627497E-5	67237
4556	3.657138338670779E-6	2656
45560	1.9768315344166374E-6	34993
45561	1.9768315344166374E-6	20508
45562	1.2199320663423558E-5
45563	1.2199320663423558E-5
45564	6.513659905902821E-6	42115
45565	1.9768315344166374E-6	8463
